"date","discharge","new_sedyield","new_sedyield.Kg.day","numDays","new_sedyield.Kg.total"
"1970-02-01",0.028,0.000694203419028198,59.9791754040363,28,1679.41691131302
"1970-03-01",0.383,0.0102207923541369,883.076459397427,31,27375.3702413202
"1970-04-01",0.237,0.00623979585392834,539.118361779409,30,16173.5508533823
"1970-05-01",1.198,0.0330121892640718,2852.25315241581,31,88419.84772489
"1970-06-01",0.654,0.0177174171633045,1530.7848429095,30,45923.5452872851
"1970-07-01",1.164,0.0320493150924724,2769.06082398962,31,85840.8855436782
"1970-08-01",0.847,0.0231134755993354,1997.00429178258,31,61907.13304526
"1970-09-01",1.584,0.0439931272488986,3801.00619430484,30,114030.185829145
"1970-10-01",2.1,0.058788705148774,5079.34412485408,31,157459.667870476
"1970-11-01",3.173,0.0898642668774671,7764.27265821316,30,232928.179746395
"1970-12-01",1.735,0.0483104993618646,4174.0271448651,31,129394.841490818
"1971-01-01",0.626,0.0169380115855858,1463.44420099461,31,45366.7702308331
"1971-02-01",0.266,0.00702609361892742,607.054488675329,28,16997.5256829092
"1971-03-01",0.321,0.00852380315927092,736.456592961008,31,22830.1543817912
"1971-04-01",0.6,0.0162151547380262,1400.98936936546,30,42029.6810809638
"1971-05-01",1.716,0.0477666524892203,4127.03877506863,31,127938.202027128
"1971-06-01",2.447,0.0687981608611616,5944.16109840437,30,178324.832952131
"1971-07-01",0.615,0.0166320823823274,1437.01191783309,31,44547.3694528258
"1971-08-01",0.587,0.015854054300025,1369.79029152216,31,42463.499037187
"1971-09-01",4.001,0.114056012749745,9854.43950157799,30,295633.18504734
"1971-10-01",2.282,0.0640332637443589,5532.47398751261,31,171506.693612891
"1971-11-01",4.043,0.115287162690938,9960.81085649707,30,298824.325694912
"1971-12-01",1.1,0.0302390101844051,2612.6504799326,31,80992.1648779107
"1972-01-01",0.515,0.0138583269859257,1197.35945158398,31,37118.1429991035
"1972-02-01",0.871,0.0237870920638189,2055.20475431395,29,59600.9378751046
"1972-03-01",1.322,0.0365302145820369,3156.21053988799,31,97842.5267365277
"1972-04-01",1.253,0.0345713991891403,2986.96888994172,30,89609.0666982516
"1972-05-01",1.46,0.0404563444584611,3495.42816121104,31,108358.272997542
"1972-06-01",1.159,0.0319077821210132,2756.83237525554,30,82704.9712576662
"1972-07-01",0.388,0.0103580015823119,894.931336711746,31,27742.8714380641
"1972-08-01",0.283,0.00748816782056656,646.977699696951,31,20056.3086906055
"1972-09-01",0.294,0.00778757649229662,672.846608934428,30,20185.3982680328
"1972-10-01",1.624,0.0451357181258052,3899.72604606957,31,120891.507428157
"1972-11-01",1.717,0.0477952718023413,4129.51148372229,30,123885.344511669
"1972-12-01",0.352,0.00937124539302476,809.675601957339,31,25099.9436606775
"1973-01-01",0.145,0.00376519611344634,325.312944201764,31,10084.7012702547
"1973-02-01",0.121,0.00312603922520852,270.089789058016,28,7562.51409362446
"1973-03-01",0.3,0.00795102396022041,686.968470163044,31,21296.0225750544
"1973-04-01",0.129,0.00333872696995351,288.466010203984,30,8653.98030611951
"1973-05-01",0.338,0.00898825789630878,776.585482241078,31,24074.1499494734
"1973-06-01",1.237,0.0341176084167983,2947.76136721137,30,88432.8410163411
"1973-07-01",2.682,0.0756000205008157,6531.84177127048,31,202487.094909385
"1973-08-01",2.708,0.0763536252713868,6596.95322344782,31,204505.549926882
"1973-09-01",2.293,0.0643506296031345,5559.89439771082,30,166796.831931325
"1973-10-01",3.376,0.095780481249791,8275.43357998195,31,256538.44097944
"1973-11-01",1.314,0.0363029551901215,3136.5753284265,30,94097.259852795
"1973-12-01",0.922,0.0252202446408252,2179.02913696729,31,67549.9032459861
"1974-01-01",0.391,0.0104403510385132,902.046329727541,31,27963.4362215538
"1974-02-01",0.143,0.00371181187175605,320.700545719723,28,8979.61528015224
"1974-03-01",0.122,0.00315260408462869,272.384992911919,31,8443.93478026948
"1974-04-01",0.126,0.00325892430184997,281.571059679838,30,8447.13179039513
"1974-05-01",2.322,0.065187526196868,5632.20226340939,31,174598.270165691
"1974-06-01",0.587,0.015854054300025,1369.79029152216,30,41093.7087456649
"1974-07-01",0.191,0.00499826386756786,431.849998157863,31,13387.3499428938
"1974-08-01",0.465,0.0124769614320535,1078.00946772942,31,33418.2934996121
"1974-09-01",3.871,0.110247631071684,9525.3953245935,30,285761.859737805
"1974-10-01",4.528,0.129529207945614,11191.323566501,31,346931.030561532
"1974-11-01",6.59,0.190515950173771,16460.5780950138,30,493817.342850413
"1974-12-01",1.345,0.0371838000609183,3212.68032526334,31,99593.0900831637
"1975-01-01",0.351,0.00934387472475208,807.31077621858,31,25026.634062776
"1975-02-01",0.189,0.00494446170320721,427.201491157103,28,11961.6417523989
"1975-03-01",0.165,0.00430013507148956,371.531670176698,31,11517.4817754776
"1975-04-01",0.231,0.00607744093386571,525.090896685998,30,15752.7269005799
"1975-05-01",1.472,0.0407982555760992,3524.96928177497,31,109274.047735024
"1975-06-01",1.433,0.0396873344194596,3428.98569384131,30,102869.570815239
"1975-07-01",1.47,0.0407412649273598,3520.04528972389,31,109121.403981441
"1975-08-01",0.838,0.0228610070160057,1975.19100618289,31,61230.9211916696
"1975-09-01",3.679,0.104629558129246,9039.99382236686,30,271199.814671006
"1975-10-01",7.639,0.221761944407641,19160.2319968201,31,593967.191901424
"1975-11-01",6.565,0.189772912460766,16396.3796366102,30,491891.389098306
"1975-12-01",2.615,0.073658990746897,6364.1368005319,31,197288.240816489
"1976-01-01",0.647,0.0175224761526372,1513.94193958785,31,46932.2001272234
"1976-02-01",0.402,0.0107424501322211,928.147691423901,29,26916.2830512931
"1976-03-01",0.242,0.00637518010353101,550.815560945079,31,17075.2823892975
"1976-04-01",0.998,0.0273600309330287,2363.90667261368,30,70917.2001784104
"1976-05-01",1.318,0.0364165800356498,3146.39251508014,31,97538.1679674843
"1976-06-01",0.643,0.0174111078834245,1504.31972112788,30,45129.5916338363
"1976-07-01",0.263,0.00694463584754394,600.016537227797,31,18600.5126540617
"1976-08-01",0.374,0.00997394313618271,861.748686966186,31,26714.2092959518
"1976-09-01",0.453,0.0121460389678157,1049.41776681928,30,31482.5330045783
"1976-10-01",1.73,0.0481673654451295,4161.66037445919,31,129011.471608235
"1976-11-01",2.131,0.0596811351301279,5156.45007524305,30,154693.502257291
"1976-12-01",0.465,0.0124769614320535,1078.00946772942,31,33418.2934996121
"1977-01-01",0.401,0.0107149768713703,925.774001686391,31,28698.9940522781
"1977-02-01",0.325,0.00863302570632372,745.89342102637,28,20885.0157887384
"1977-03-01",0.241,0.00634809690579728,548.475572660885,31,17002.7427524874
"1977-04-01",0.326,0.00866033727046849,748.253140168478,30,22447.5942050543
"1977-05-01",2.13,0.0596523413368618,5153.96229150486,31,159772.831036651
"1977-06-01",0.496,0.0133329426283151,1151.96624308642,30,34558.9872925927
"1977-07-01",0.488,0.0131118962559275,1132.86783651214,31,35118.9029318763
"1977-08-01",1.645,0.0457358965825335,3951.58146473089,31,122499.025406658
"1977-09-01",2.116,0.0592492682384561,5119.1367758026,30,153574.103274078
"1977-10-01",3.849,0.109603488328236,9469.74139155956,31,293561.983138346
"1977-11-01",3.97,0.113147539797918,9775.94743854011,30,293278.423156203
"1977-12-01",1.151,0.0316813651203688,2737.26994639986,31,84855.3683383958
"1978-01-01",0,0,0,31,0
"1978-02-01",0.168,0.00438053912266496,378.478580198253,28,10597.4002455511
"1978-03-01",0.526,0.0141627475191317,1223.66138565298,31,37933.5029552424
"1978-04-01",3.126,0.0884959962061274,7646.05407220941,30,229381.622166282
"1978-05-01",4.797,0.137447247226098,11875.4421603348,31,368138.70697038
"1978-06-01",2.091,0.0585296817382507,5056.96450218486,30,151708.935065546
"1978-07-01",0.822,0.0224123628004435,1936.42814595832,31,60029.2725247079
"1978-08-01",1.136,0.0312569527880157,2700.60072088456,31,83718.6223474214
"1978-09-01",2.67,0.0752522721023208,6501.79630964051,30,195053.889289215
"1978-10-01",2.196,0.0615535391796194,5318.22578511912,31,164864.999338693
"1978-11-01",3.513,0.0997788964184593,8620.89665055488,30,258626.899516646
"1978-12-01",1.208,0.0332955348688333,2876.73421266719,31,89178.760592683
"1979-01-01",0.619,0.0167433116995187,1446.62213083842,31,44845.286055991
"1979-02-01",0.497,0.0133605805107405,1154.35415612798,28,32321.9163715834
"1979-03-01",0.444,0.0118980085547128,1027.98793912719,31,31867.6261129428
"1979-04-01",0.806,0.021963964186647,1897.6865057263,30,56930.595171789
"1979-05-01",1.209,0.0333238730675157,2879.18263303336,31,89254.6616240342
"1979-06-01",3.357,0.0952263127194876,8227.55341896373,30,246826.602568912
"1979-07-01",4.413,0.126148164145039,10899.2013821314,31,337875.242846073
"1979-08-01",1.899,0.0530115415751377,4580.19719209189,31,141986.112954849
"1979-09-01",5.382,0.154709078766339,13366.8644054117,30,401005.932162351
"1979-10-01",2.923,0.0825929888578478,7136.03423731805,31,221217.06135686
"1979-11-01",6.268,0.180951797362759,15634.2352921424,30,469027.058764271
"1979-12-01",0.939,0.0256984642343081,2220.34730984422,31,68830.7666051709
"1980-01-01",0.531,0.0143011799292256,1235.62194588509,31,38304.2803224379
"1980-02-01",0.464,0.0124493752970017,1075.62602566094,29,31193.1547441674
"1980-03-01",0.373,0.00994652568602879,859.379819272888,31,26640.7743974595
"1980-04-01",0.412,0.0110172877221907,951.893659197277,30,28556.8097759183
"1980-05-01",0.956,0.0261769274505143,2261.68653172444,31,70112.2824834576
"1980-06-01",1.527,0.0423663422402097,3660.45196955411,30,109813.559086623
"1980-07-01",0.501,0.0134711476534773,1163.90715726044,31,36081.1218750736
"1980-08-01",1.639,0.0455643949089364,3936.7637201321,31,122039.675324095
"1980-09-01",0.926,0.0253327447520805,2188.74914657975,30,65662.4743973926
"1980-10-01",2.725,0.0768464770348043,6639.53561580709,31,205825.60409002
"1980-11-01",3.307,0.0937683973195598,8101.58952840996,30,243047.685852299
"1980-12-01",1.004,0.0275291614857431,2378.5195523682,31,73734.1061234143
"1981-01-01",0.673,0.0182468369472121,1576.52671223913,31,48872.3280794129
"1981-02-01",0.936,0.0256140547163041,2213.05432748867,28,61965.5211696828
"1981-03-01",0.844,0.0230293109800412,1989.73246867556,31,61681.7065289422
"1981-04-01",3.989,0.113704322227208,9824.05344043078,30,294721.603212923
"1981-05-01",8.57,0.249595227603282,21565.0276649236,31,668515.857612631
"1981-06-01",5.695,0.163966993272541,14166.7482187475,30,425002.446562426
"1981-07-01",2.345,0.0658514810546848,5689.56796312477,31,176376.606856868
"1981-08-01",1.37,0.0378945755884851,3274.09133084511,31,101496.831256198
"1981-09-01",4.499,0.128676366674896,11117.638080711,30,333529.14242133
"1981-10-01",4.753,0.136151229538316,11763.4662321105,31,364667.453195426
"1981-11-01",3.091,0.0874774466353195,7558.0513892916,30,226741.541678748
"1981-12-01",2.35,0.0659958433715628,5702.04086730302,31,176763.266886394
"1982-01-01",1.476,0.0409122434054493,3534.81783023082,31,109579.352737155
"1982-02-01",1.908,0.0532698657238279,4602.51639853873,28,128870.459159084
"1982-03-01",0.583,0.0157429914953177,1360.19446519545,31,42166.028421059
"1982-04-01",2.29,0.0642640710219565,5552.41573629704,30,166572.472088911
"1982-05-01",4.267,0.121859286604479,10528.642362627,31,326387.913241436
"1982-06-01",4.615,0.132088649957633,11412.4593563395,30,342373.780690185
"1982-07-01",0.663,0.0179681417801385,1552.44744980397,31,48125.870943923
"1982-08-01",0.567,0.0152989560611152,1321.82980368035,31,40976.7239140909
"1982-09-01",0.953,0.0260924752505722,2254.38986164944,30,67631.6958494833
"1982-10-01",2.875,0.0811988601512376,7015.58151706693,31,217483.027029075
"1982-11-01",0.92,0.0251639997298449,2174.1695766586,30,65225.0872997579
"1982-12-01",0.495,0.0133053063133053,1149.57846546958,31,35636.9324295569
"1983-01-01",0.405,0.010824881431424,935.269755675035,31,28993.3624259261
"1983-02-01",0.341,0.00907028970010991,783.673030089496,28,21942.8448425059
"1983-03-01",0.389,0.0103854494177527,897.302829693835,31,27816.3877205089
"1983-04-01",2.591,0.0729640349152342,6304.09261667623,30,189122.778500287
"1983-05-01",5.628,0.161984035407453,13995.4206592039,31,433858.040435322
"1983-06-01",3.242,0.0918740355184251,7937.91666879193,30,238137.500063758
"1983-07-01",0.949,0.0259798839539493,2244.66197362122,31,69584.5211822579
"1983-08-01",0.579,0.0156319501241861,1350.60049072967,31,41868.6152126199
"1983-09-01",1.463,0.0405418148521277,3502.81280322384,30,105084.384096715
"1983-10-01",3.065,0.0867210196037322,7492.69609376246,31,232273.578906636
"1983-11-01",1.666,0.0463362906133289,4003.45550899162,30,120103.665269749
"1983-12-01",0.511,0.0137476737486416,1187.79901188263,31,36821.7693683616
"1984-01-01",0.752,0.020452496274944,1767.09567815517,31,54779.9660228101
"1984-02-01",0.497,0.0133605805107405,1154.35415612798,29,33476.2705277114
"1984-03-01",0.523,0.0140797058169299,1216.48658258274,31,37711.0840600649
"1984-04-01",0.68,0.0184419929921397,1593.38819452087,30,47801.6458356261
"1984-05-01",1.055,0.0289679029784401,2502.82681733723,31,77587.631337454
"1984-06-01",1.62,0.0450214230843595,3889.85095448866,30,116695.52863466
"1984-07-01",3.042,0.0860520230133778,7434.89478835585,31,230481.738439031
"1984-08-01",2.477,0.069665495766012,6019.09883418343,31,186592.063859686
"1984-09-01",4.023,0.114700855713577,9910.15393365305,30,297304.618009592
"1984-10-01",17.87,0.531321745354156,45906.198798599,31,1423092.16275657
"1984-11-01",3.36,0.0953138071609097,8235.1129387026,30,247053.388161078
"1984-12-01",1.158,0.0318794775853948,2754.38686337811,31,85385.9927647215
"1985-01-01",0.665,0.0180238714108471,1557.26248989719,31,48275.1371868129
"1985-02-01",0.478,0.0128357318031568,1109.00722779275,28,31052.2023781969
"1985-03-01",0.436,0.0116776556934507,1008.94945191414,31,31277.4330093384
"1985-04-01",0.655,0.0177452706855369,1533.19138723039,30,45995.7416169116
"1985-05-01",1.191,0.03281388689108,2835.11982738931,31,87888.7146490686
"1985-06-01",0.665,0.0180238714108471,1557.26248989719,30,46717.8746969157
"1985-07-01",0.533,0.014356563180552,1240.4070587997,31,38452.6188227906
"1985-08-01",1.916,0.0534995159719372,4622.35817997537,31,143293.103579237
"1985-09-01",1.714,0.0477094152706933,4122.09347938791,30,123662.804381637
"1985-10-01",8.906,0.259661746127478,22434.7748654141,31,695478.020827838
"1985-11-01",4.036,0.115081945947487,9943.08012986286,30,298292.403895886
"1985-12-01",3.004,0.0849470365103071,7339.42395449053,31,227522.142589207
"1986-01-01",0.62,0.0167711221933158,1449.02495750249,31,44919.7736825771
"1986-02-01",0.711,0.0193069272915304,1668.11851798823,28,46707.3185036704
"1986-03-01",0.219,0.00575308995265359,497.06697190927,31,15409.0761291874
"1986-04-01",1.45,0.0401714788811017,3470.81577532718,30,104124.473259815
"1986-05-01",2.654,0.0747886759903676,6461.74160556776,31,200313.989772601
"1986-06-01",2.959,0.0836390086904996,7226.41035085916,30,216792.310525775
"1986-07-01",0.482,0.0129461782701802,1118.54980254357,31,34675.0438788507
"1986-08-01",0.568,0.0153266980522965,1324.22671171841,31,41051.0280632709
"1986-09-01",0.331,0.00879693030362272,760.054778233003,30,22801.6433469901
"1986-10-01",2.835,0.0800375858413065,6915.24741668888,31,214372.669917355
"1986-11-01",0.585,0.0157985202273919,1364.99214764666,30,40949.7644293998
"1986-12-01",0.467,0.0125321387053093,1082.77678413872,31,33566.0803083003
"1987-01-01",0,0,0,31,0
"1987-02-01",0.208,0.00545620662288467,471.416252217235,28,13199.6550620826
"1987-03-01",0.546,0.0147166958753557,1271.52252363073,31,39417.1982325528
"1987-04-01",0.703,0.0190836149714272,1648.82433353131,30,49464.7300059392
"1987-05-01",3.725,0.105974819342295,9156.22439117429,31,283842.956126403
"1987-06-01",1.099,0.0302107472366736,2610.2085612486,30,78306.2568374579
"1987-07-01",1.231,0.033947479326841,2933.06221383907,31,90924.9286290111
"1987-08-01",0.893,0.0244050330721973,2108.59485743785,31,65366.4405805733
"1987-09-01",0.942,0.0257828813387942,2227.64094767182,30,66829.2284301546
"1987-10-01",8.108,0.235771975808062,20370.6987098166,31,631491.660004314
"1987-11-01",1.84,0.0513189435082235,4433.95671911051,30,133018.701573315
"1987-12-01",0.996,0.0273036604296486,2359.03626112164,31,73130.1240947708
"1988-01-01",0.373,0.00994652568602879,859.379819272888,31,26640.7743974595
"1988-02-01",0.338,0.00898825789630878,776.585482241078,29,22520.9789849913
"1988-03-01",0.32,0.00849650348566716,734.097901161642,31,22757.0349360109
"1988-04-01",0.963,0.0263740115375337,2278.71459684291,30,68361.4379052874
"1988-05-01",0.423,0.0113198257353391,978.032943533295,31,30319.0212495321
"1988-06-01",4.869,0.139568723501649,12058.7377105424,30,361762.131316273
"1988-07-01",3.348,0.0949638425996936,8204.87600061352,31,254351.156019019
"1988-08-01",4.755,0.136210132135299,11768.5554164898,31,364825.217911184
"1988-09-01",2.901,0.0819539326145022,7080.81977789299,30,212424.59333679
"1988-10-01",6.51,0.188138510070915,16255.1672701271,31,503910.185373939
"1988-11-01",3.695,0.10509742170679,9080.41723546662,30,272412.517063999
"1988-12-01",1.021,0.0280085185922088,2419.93600636684,31,75018.0161973721
"1989-01-01",0.8,0.0217958789867159,1883.16394445226,31,58378.08227802
"1989-02-01",0.7,0.0189998912362433,1641.59060281142,28,45964.5368787198
"1989-03-01",0.51,0.0137200142388108,1185.40923023325,31,36747.6861372307
"1989-04-01",0.355,0.009453370498354,816.771211057786,30,24503.1363317336
"1989-05-01",0.461,0.0123666269401405,1068.47656762814,31,33122.7735964724
"1989-06-01",0.55,0.0148275547408573,1281.10072961007,30,38433.0218883021
"1989-07-01",0.631,0.0170771204743464,1475.46320898353,31,45739.3594784893
"1989-08-01",0.965,0.0264303286918358,2283.58039897462,31,70790.9923682131
"1989-09-01",1.247,0.0344012084346293,2972.26440875197,30,89167.932262559
"1989-10-01",1.191,0.03281388689108,2835.11982738931,31,87888.7146490686
"1989-11-01",1.094,0.0300694433620607,2597.99990648204,30,77939.9971944612
"1989-12-01",2.275,0.0638313260442977,5515.02657022732,31,170965.823677047
"1990-01-01",0.375,0.0100013626486061,864.117732839566,31,26787.6497180265
"1990-02-01",0.322,0.00855110522533781,738.815491469187,28,20686.8337611372
"1990-03-01",0.314,0.00833275609582419,719.95012667921,31,22318.4539270555
"1990-04-01",1.378,0.0381221011485065,3293.74953923096,30,98812.4861769288
"1990-05-01",3.373,0.0956929751100135,8267.87304950517,31,256304.06453466
"1990-06-01",0.453,0.0121460389678157,1049.41776681928,30,31482.5330045783
"1990-07-01",0.466,0.0125045492359829,1080.39305398892,31,33492.1846736567
"1990-08-01",0.935,0.0255859199002676,2210.62347938312,31,68529.3278608768
"1990-09-01",0.709,0.0192510925536809,1663.29439663803,30,49898.8318991408
"1990-10-01",2.979,0.0842202858070304,7276.63269372743,31,225575.61350555
"1990-11-01",2.38,0.0668621981033672,5776.89391613093,30,173306.817483928
"1990-12-01",1.641,0.0456215601743399,3941.70279906297,31,122192.786770952
"1991-01-01",0.494,0.0132776715687885,1147.19082354332,31,35562.915529843
"1991-02-01",0.33,0.00876960702514139,757.694046972216,28,21215.433315222
"1991-03-01",0.326,0.00866033727046849,748.253140168478,31,23195.8473452228
"1991-04-01",0.367,0.00978206459566693,845.170381065623,30,25355.1114319687
"1991-05-01",0.93,0.0254452585344144,2198.47033737341,31,68152.5804585756
"1991-06-01",0.547,0.0147444084564646,1273.91689063854,30,38217.5067191562
"1991-07-01",0.411,0.010989795442012,949.518326189837,31,29435.0681118849
"1991-08-01",0.291,0.00770588782110014,665.788707743052,31,20639.4499400346
"1991-09-01",0.523,0.0140797058169299,1216.48658258274,30,36494.5974774822
"1991-10-01",1.696,0.0471943651036826,4077.59314495817,31,126405.387493703
"1991-11-01",0.779,0.0212078617421752,1832.35925452394,30,54970.7776357182
"1991-12-01",0.267,0.00705325196730459,609.400969975117,31,18891.4300692286
"1992-01-01",0.313,0.00830547337545035,717.59289963891,31,22245.3798888062
"1992-02-01",0.28,0.00740656718705529,639.927404961577,29,18557.8947438857
"1992-03-01",0.147,0.00381860107305007,329.927132711526,31,10227.7411140573
"1992-04-01",1.352,0.0373827800428682,3229.87219570382,30,96896.1658711145
"1992-05-01",0.626,0.0169380115855858,1463.44420099461,31,45366.7702308331
"1992-06-01",0.657,0.0178009813169751,1538.00478578665,30,46140.1435735995
"1992-07-01",1.213,0.0334372324505774,2888.97688372989,31,89558.2833956266
"1992-08-01",0.932,0.0255015205343575,2203.33137416849,31,68303.2725992232
"1992-09-01",1.685,0.0468796878105156,4050.40502682855,30,121512.150804856
"1992-10-01",4.712,0.134943880359259,11659.15126304,31,361433.689154241
"1992-11-01",0.889,0.0242926479932361,2098.8847866156,30,62966.5435984679
"1992-12-01",1.274,0.0351672466826371,3038.45011337984,31,94191.9535147752
"1993-01-01",0.352,0.00937124539302476,809.675601957339,31,25099.9436606775
"1993-02-01",0.321,0.00852380315927092,736.456592961008,28,20620.7846029082
"1993-03-01",0.283,0.00748816782056656,646.977699696951,31,20056.3086906055
"1993-04-01",1.19,0.0327855606524782,2832.67244037412,30,84980.1732112236
"1993-05-01",3.973,0.113235447838928,9783.54269328338,31,303289.823491785
"1993-06-01",0.58,0.0156597084497353,1352.99881005713,30,40589.964301714
"1993-07-01",0.405,0.010824881431424,935.269755675035,31,28993.3624259261
